#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
CCS21-0aa73e8b,The death-deputation rule's sub-rule (1): Central deputation death/missing →{{c1::borrowing HoO}}; the death-deputation rule's sub-rule (2): State/foreign →{{c2::HoO or cadre authority}}— twin of the deputation-cases rule{{c3::deputation-cases}}(which is for RETIREMENT).,"<b>Rule:</b> the deputation-cases rule = retirement; the death-deputation rule = death/missing — same fork, different chapter.<br><br><b>Hinglish:</b> 64-retirement, 78-maut/laapata — kanta wahi, mauka alag.<br><br><b>Trap:</b> 64 vs 78.<br><br><b>Ref:</b> Rule 78(1), 78(2); Rule 64; Rule 78(1); Rule 78(2); Rule 78",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_78 Rule_64 Comparison Deputation CCS_Pension::Rule_78 Priority::Critical,Cloze
CCS21-5286866b,The pensioner-death rule's sub-rule (1) triggers:{{c1::death/disappearance of pensioner}}OR{{c2::death/disappearance/ineligibility of family pensioner}}.,<b>Rule:</b> Chapter XII opens when the pension-recipient exits.<br><br><b>Hinglish:</b> Pension-paane wala gaya/tootta to Chapter XII khulta hai.<br><br><b>Ref:</b> Rule 79(1),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 CCS_Pension::Rule_79 Priority::High,Cloze
CCS21-183a122c,"The pensioner-death rule's sub-rule (2)(a)(i): widow/widower with name IN PPO starts{{c1::day-after-death}}; second, PDA disburses within{{c2::1 MONTH}}on{{c3::Form 12 + death certificate + Format 9}}.","<b>Rule:</b> PPO-named spouses flow fast: day-after start, 1-month PDA payout.<br><br><b>Hinglish:</b> PPO me naam to agle-din se; 1 mahine me PDA dega (Form 12 + DC + Format 9).<br><br><b>Ref:</b> Rule 79(2)(a)(i), (ii); Rule 79(2)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Timeline Form Format CCS_Pension::Rule_79 Priority::Critical,Cloze
CCS21-d0fcf032,The pensioner-death rule's sub-rule (2)(a)(iii) –(v):{{c1::disabled child / dependent parents / disabled siblings}}enter via{{c2::AO inclusion on HoO's written communication}}; spouse moves on{{c3::Form 8}}request.,<b>Rule:</b> Extended family needs HoO→AO writing; spouse uses Form 8.<br><br><b>Hinglish:</b> Divyang/mata-pita/bhai — HoO-likhe to AO-jode; patni Form 8 se.<br><br><b>Ref:</b> Rule 79(2)(a)(iii)-(v); Rule 79(2),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Form CCS_Pension::Rule_79 Priority::High,Cloze
CCS21-14abab8b,The pensioner-death rule's sub-rule (2)(b): name NOT in PPO → HoO sanctions in{{c1::Format 13}}within{{c2::1 MONTH of Form 10}}.,"<b>Rule:</b> Unlisted claimants: Form 10 in, Format 13 out, 1-month clock.<br><br><b>Hinglish:</b> Naam nahi to Form 10 do, Format 13 lo — 1 mahine me.<br><br><b>Ref:</b> Rule 79(2)(b); Rule 79(2)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Timeline Form Format CCS_Pension::Rule_79 Priority::High,Cloze
CCS21-3c53565b,"The pensioner-death rule's sub-rule (3)(i): missing pensioner/family pensioner needs{{c1::Format 12 + Form 10 + Format 8 indemnity + police report + untraced report + Format 9}}; fourth, start-date ={{c2::TWO dates (pension paid OR police report), whichever LATER}}+{{c3::6-month bar}}; sixth,{{c4::NO rejection for Form 4 absence}}.","<b>Rule:</b> 6-paper chain + 2-date-LATER + bar + no-Form-4-veto.<br><br><b>Hinglish:</b> 6 kagaz, 2-tareekh-LATER, 6-mahine rok, Form 4 ki kami par mat roko.<br><br><b>Ref:</b> Rule 79(3)(i), (iv), (vi); Rule 79(3)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Missing_Person Timeline CCS_Pension::Rule_79 Priority::Critical,Cloze
CCS21-d96534b0,The pensioner-death rule's sub-rule (4): widow remarries →{{c1::minor children's guardianship}}mechanics till{{c2::age of majority}}.,<b>Rule:</b> Remarriage reroutes children's shares through guardians.<br><br><b>Hinglish:</b> Vidva ne shaadi ki to bacchon ka hissa guardian se.<br><br><b>Ref:</b> Rule 79(4),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 CCS_Pension::Rule_79 Priority::Medium,Cloze
CCS21-fcdb4c8d,Form 8 ↔{{c1::spouse request for extended-family inclusion (the pensioner-death rule's sub-rule (2)(a))}}.,<b>Rule:</b> Widow/widower moves AO via HoO for disabled/parents/siblings entry.<br><br><b>Hinglish:</b> Patni ki arzi = Form 8.<br><br><b>Ref:</b> Rule 79(2)(a); Rule 79(2),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Form Priority::Medium,Cloze
CCS21-320ad7c5,Form 9 ↔{{c1::death-gratuity claim (the death-intimation rule's sub-rule (2))}}.,<b>Rule:</b> Invited via Format 11.<br><br><b>Hinglish:</b> Maut-gratuity daava = Form 9.<br><br><b>Ref:</b> Rule 71(2),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Form Priority::High,Cloze
CCS21-3d49696b,Form 12 ↔{{c1::pensioner-death family-pension claim at PDA (the pensioner-death rule's sub-rule (2)(a)(ii))}}.,<b>Rule:</b> PPO-named spouse: Form 12 + death certificate + Format 9 → PDA pays in 1 month.<br><br><b>Hinglish:</b> PDA-daava = Form 12.<br><br><b>Ref:</b> Rule 79(2)(a)(ii); Rule 79(2),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Form Priority::High,Cloze
CCS21-b7ce1f80,Format 8 ↔{{c1::the pensioner-death rule's sub-rule (3) indemnity bond (missing pensioner claims)}}.,<b>Rule:</b> Missing-case safeguard bond.<br><br><b>Hinglish:</b> Laapata-kshatipurti-bandh = Format 8.<br><br><b>Ref:</b> Rule 79(3)(i); Rule 79(3),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Format Priority::High,Cloze
CCS21-34c64dcd,"WORKED EXAMPLE 19 — Death 05.05.2026, family claims 20.05.2026: provisional family-pension timeline?","<b>Steps:</b> Provisional within 15 days of claim (≈04.06.2026, ≤family-pension rate, the death-payment rule's sub-rule ); immediate disbursement (the death-payment rule's sub-rule ); runs 6 months from 06.05.2026 (the death-payment rule's sub-rule ); PPO via the payment rule; 100% gratuity after death forwarding (the death-payment rule's sub-rule ) on gratuity basis.<br><br><b>Hinglish:</b> 15-din-arzi, 6-mahine-daayra, PPO-baad-pakka.<br><br><b>Ref:</b> Rules 75, 76; Example 19; Rule 50(2); Rule 74; Rule 45(1)(b); Rule 75(1); Rule 75(2); Rule 75(3); Rule 76; Rule 75(5)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_75 Timeline Worked_Example CCS_Pension::Rule_75 Priority::High,Basic
CCS21-7d1217b2,SCENARIO — Servant dies in service; HoO skips nomination check and writes to ALL relatives. Defect?,"<b>Rule:</b> YES — death-intimation mandates NOMINATION CHECK FIRST, then Format 11 to the RIGHT claimants for Form 9. Scattergun letters delay + leak; cure by checking gratuity-nomination records immediately.<br><br><b>Hinglish:</b> Pehle-nomination-phir-chitthi.<br><br><b>Ref:</b> Rule 71(2); Rule 46",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_71 Evaluation CCS_Pension::Rule_71 Priority::High,Basic
CCS21-87b4a7eb,"SCENARIO — Death 10.06; licence-fee arrears till May Rs 20,000 + June–Sept damages Rs 30,000. Recoverable?","<b>Rule:</b> Pre-death fee WAIVED (the death-intimation rule's sub-rule ) → Rs 20,000 gone; damages for death-month + 3 months (June–Sept) NOT recovered (the death-intimation rule's sub-rule ) → Rs 30,000 gone. Family starts clean on these heads.<br><br><b>Hinglish:</b> Maut-par-kiraya-muaaf-4-mahine-chhoot.<br><br><b>Ref:</b> Rule 71(4)(a), (b); Rule 71(4)(a); Rule 71(4)(b); Rule 71(4); Rule 71(a); Rule 71(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_71 Application CCS_Pension::Rule_71 Priority::High,Basic
CCS21-39334173,SCENARIO — Death 01.04; HoO intimates DoE on 12.04. Valid?,<b>Rule:</b> NO — the death-intimation rule's sub-rule: 7 DAYS (till 08.04). 12.04 breaches; downstream death-dues clocks compress.<br><br><b>Hinglish:</b> 7-din-DoE — 12-deri.<br><br><b>Ref:</b> Rule 71(4)(c); Rule 77; Rule 71(4); Rule 71(c),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_71 Timeline Evaluation CCS_Pension::Rule_71 Priority::High,Basic
CCS21-17e71066,SCENARIO — 1990–95 spell unverified; HoO REJECTS the death case for 'incomplete verification'. Valid?,"<b>Rule:</b> NO — the record-verification rule's sub-rule (i): unverified ACCEPTED AS VERIFIED in death cases (lenient track); ready-access digging is a POWER not duty the record-verification rule. Reject = illegal; decide in 1 MONTH (the record-verification rule's sub-rule ).<br><br><b>Hinglish:</b> Maut-me-unverified-maan-lo — reject-galat.<br><br><b>Ref:</b> Rule 72(1)(b), 72(3); Rule 72(b)(ii); Rule 72(1)(b)(i); Rule 72(3); Rule 72(1); Rule 72(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_72 Evaluation CCS_Pension::Rule_72 Priority::High,Basic
CCS21-1ecc093d,SCENARIO — Service shows a 2010 STRIKE break. Death-case verification outcome?,"<b>Rule:</b> FAILS record-verification continuity (no dismissal/removal/resignation/STRIKE) — strike-breaks need condonation mechanics (strike = listed BAR, never condoned); verify segments + apply forfeiture honestly.<br><br><b>Hinglish:</b> Hadtaal-nirantarta-tod.<br><br><b>Ref:</b> Rule 72(1)(b)(iii); Rule 28(2); Rule 28",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_72 Scenario CCS_Pension::Rule_72 Priority::High,Basic
CCS21-4fa8e3d8,SCENARIO — Death 05.05; HoO determines emoluments on 3-year average. Valid?,"<b>Rule:</b> NO — the record-verification rule's sub-rule: lookback is 1 YEAR (not the calendar rule's 24 months, not 3 years). Recompute on 1-year base (+ EOL-case handling per ) within the 1-MONTH determination (the record-verification rule's sub-rule ).<br><br><b>Hinglish:</b> Maut-1-saal — 3-saal-galat.<br><br><b>Ref:</b> Rule 72(2)(a), (b); Rule 72(3); Rule 57; Rule 72(2)(a); Rule 72(2); Rule 72(a); Rule 72(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_72 Timeline Evaluation CCS_Pension::Rule_72 Priority::High,Basic
CCS21-f94199b2,SCENARIO — Other office replies on day 45 to a FP-settlement verification request. Effect?,<b>Rule:</b> LATE — FP-settlement allows 1 MONTH (vs the calendar rule's 2 months); silence-at-30-days → qualifying-DEEMED the calendar rule; Secretary owns the failure the calendar rule; HoO IGNORES the late/incomplete reply the calendar rule and closes in 1 MONTH (the FP-settlement rule's sub-rule ).<br><br><b>Hinglish:</b> Maut-1-mahina-deri-maan-lo-aage.<br><br><b>Ref:</b> Rule 73(2)(b); Rule 73; Rule 57(b)(iv); Rule 57(b)(v); Rule 57(b)(vi); Rule 57; Rule 73(2)(b)(iii); Rule 73(2)(a); Rule 73(2); Rule 73(a),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_73 Timeline Evaluation CCS_Pension::Rule_73 Priority::High,Basic
CCS21-d425ccb5,SCENARIO — Family pension sanctioned 2 months after death. HoO cites 'verification pending'. Valid?,"<b>Rule:</b> NO — the FP-settlement rule's sub-rule 'NO CASE should exist' + the FP-settlement rule's sub-rule: FP within 1 MONTH on family-pension basis; verification runs via lenient record-verification rails, never as an excuse.<br><br><b>Hinglish:</b> 1-mahine-FP — jaanch-bahana-nahi.<br><br><b>Ref:</b> Rule 73(1), (2)(a); Rule 50(2); Rule 72; Rule 73; Rule 73(1); Rule 73(2)(a); Rule 73(2); Rule 73(a)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_73 Timeline Evaluation CCS_Pension::Rule_73 Priority::High,Basic
CCS21-05d41c7a,SCENARIO — AO returns a death-forwarding bundle for 'Form 4 missing'. Valid return?,"<b>Rule:</b> NO — the death-forwarding rule's sub-rule: NO REJECTION for Form 4 absence (echoed the pensioner-death rule's sub-rule ). AO must process Form 11 + Format 10 + Format 9 + service book; the death-forwarding rule's sub-rule: death dues flagged, gratuity held max 10%.<br><br><b>Hinglish:</b> Form4-na-ho to bhi-chalao.<br><br><b>Ref:</b> Rule 74(1), (2), (4); Rule 74; Rule 77; Rule 74(2); Rule 79(3)(vi); Rule 74(4); Rule 74(3); Rule 74(vi)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_74 Form Evaluation CCS_Pension::Rule_74 Priority::High,Basic
CCS21-4d1bab12,"SCENARIO — Death 01.03, claim 10.03, HoO sanctions provisional FP on 30.03 at DOUBLE the family-pension rate. Defects?","<b>Rule:</b> TWO the death-payment rule's sub-rule: within 15 DAYS of claim (till 25.03) — 30.03 late cap = MAX — double-rate ultra vires. Sanction-letter + establishment-pay rails all 2 clauses + IMMEDIATE disbursement (the death-payment rule's sub-rule ) still owed.<br><br><b>Hinglish:</b> 15-din-aur-the family-pension rule-chhat — dono-tute.<br><br><b>Ref:</b> Rule 75(1), (2); Rule 50(2); Rule 75(1); Rule 75(2); Rule 75(a)-(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_75 Timeline Evaluation CCS_Pension::Rule_75 Priority::High,Basic
CCS21-fb691260,SCENARIO — Death 01.03; provisional runs till 01.10 (7 months). Valid?,"<b>Rule:</b> NO — the death-payment rule's sub-rule: 6 MONTHS from DAY-AFTER-DEATH (02.03 → 01.09); HoO must INFORM AO on expiry (the death-payment rule's sub-rule ); continued payment needs PPO rails, not silent extension.<br><br><b>Hinglish:</b> 6-mahine-agle-din-se — 7-galat.<br><br><b>Ref:</b> Rule 75(3), (4); Rule 76; Rule 75(3); Rule 75(4)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_75 Timeline Evaluation CCS_Pension::Rule_75 Priority::High,Basic
CCS21-40f8930f,"SCENARIO — The death-forwarding rule forwarded; HoO releases 100% death gratuity WITHOUT deducting Rs 40,000 admitted dues. Valid?","<b>Rule:</b> NO — the death-payment rule's sub-rule: 100% gratuity AFTER forwarding, but sanction-letter RECOVERABLE DEDUCTED first; death-payment immediacy doesn't skip the deduction; computation on gratuity basis (the death-payment rule's sub-rule ).<br><br><b>Hinglish:</b> 100%-me-se-baqaya-kaat-ke-turant.<br><br><b>Ref:</b> Rule 75(5), (6), (7)(a); Rule 74; Rule 75(6); Rule 45(1)(b); Rule 75(5); Rule 75(7)(a); Rule 75(7); Rule 75(a)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_75 Evaluation CCS_Pension::Rule_75 Priority::High,Basic
CCS21-41b3feda,SCENARIO — AO takes 2 months on Form 11 Part II Section I; provisional LAPSES in between. Who failed?,"<b>Rule:</b> AO — the payment rule's sub-rule: 1 MONTH (with 1-year-emoluments check + CONTINUE-provisional 2nd proviso). Provisional must NEVER gap; HoO should've ridden the 2nd proviso + sought HoD extension (the payment rule's sub-rule ) if needed.<br><br><b>Hinglish:</b> 1-mahine-AO — provisional-rukna-nahi.<br><br><b>Ref:</b> Rule 76(1), (2); Rule 76(1); Rule 76(2)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Timeline Evaluation CCS_Pension::Rule_76 Priority::High,Basic
CCS21-afe5fa47,SCENARIO — Provisional ends 01.09; PPO effective 15.09; 14-day gap unpaid. Valid?,"<b>Rule:</b> NO — the payment rule's sub-rule: PPO effective DAY PROVISIONAL CEASES (02.09) BOTH dates shown ARREARS BY HoO. Gap = interest territory.<br><br><b>Hinglish:</b> Jod-bina-judna — baqaya-HoO.<br><br><b>Ref:</b> Rule 76(3)(b), (c), (d); Rule 65; Rule 76(3)(b); Rule 76(c); Rule 76(d); Rule 76(3); Rule 76(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Timeline Evaluation CCS_Pension::Rule_76 Priority::High,Basic
CCS21-57529928,"SCENARIO — Missing servant: leave till 15.03, pay till 31.03, FIR 10.04. AO picks 31.03 as start. Correct?","<b>Rule:</b> NO — the payment rule's sub-rule: THREE dates, LATEST = FIR 10.04 (mirrors its missing-persons counterpart); + 6-MONTH bar (the payment rule's sub-rule ) before payout; disabled/parents/siblings enter PPO only if NO prior claimant (the payment rule's sub-rule ).<br><br><b>Hinglish:</b> 3-me-sabse-baad-FIR — 6-mahine-rok.<br><br><b>Ref:</b> Rule 76(3)(e), (f); Rule 76(4); Rule 51(1)(b); Rule 76(3)(e); Rule 76(3)(f); Rule 76(3); Rule 76(e); Rule 76(f)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_76 Missing_Person Timeline Evaluation CCS_Pension::Rule_76 Priority::High,Basic
CCS21-4166d108,SCENARIO — Death 01.04; DoE claims licence fee April–June + full damages. Admissible?,<b>Rule:</b> PARTLY — the death-dues rule's sub-rule: pre-death fee WAIVED; death-month + 3 months (Apr–Jul) damages HOLIDAY. April–June fee/damages largely IRRECOVERABLE; DoE owns beyond-concessional; 7-day alert + 1-month other-dues reply + 10% hold + silence-nil + acquittance check frame the rest.<br><br><b>Hinglish:</b> Maut-4-mahine-raahat — DoE-seema-me.<br><br><b>Ref:</b> Rule 77(1); Rule 77(1)(ii); Rule 77(ii); Rule 77(iv),CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_77 Government_Dues Evaluation CCS_Pension::Rule_77 Priority::High,Basic
CCS21-04d20970,SCENARIO — Officer dies on STATE deputation; BORROWING State HoO claims the case; PARENT cadre also opens one. Who owns it?,"<b>Rule:</b> EITHER HoO OR CADRE authority (the death-deputation rule's sub-rule ) — but ONE owner: coordinate, don't duplicate. (Central deput: borrowing HoO per the death-deputation rule's sub-rule. deputation-cases twin is for RETIREMENT.)<br><br><b>Hinglish:</b> Rajya-maut-HoO-ya-cadre — ek-maalk.<br><br><b>Ref:</b> Rule 78(1), (2); Rule 64; Rule 78(2); Rule 78(1)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_78 Deputation Evaluation CCS_Pension::Rule_78 Priority::High,Basic
CCS21-535024d4,SCENARIO — Pensioner dies 01.05; PPO-named widow files Form 12 + DC + Format 9 on 10.05; PDA pays 15.07. Valid?,"<b>Rule:</b> NO — the pensioner-death rule's sub-rule: PDA disburses WITHIN 1 MONTH (till 10.06); start = DAY-AFTER-DEATH 02.05 (i). 15.07 = 5 weeks late → interest.<br><br><b>Hinglish:</b> PPO-naam-agle-din-1-mahina.<br><br><b>Ref:</b> Rule 79(2)(a)(i), (ii); Rule 65; Rule 79(2)(a)(ii); Rule 79(2); Rule 79(a); Rule 79(ii)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Timeline Form Evaluation CCS_Pension::Rule_79 Priority::High,Basic
CCS21-13499914,SCENARIO — Disabled son unlisted in PPO claims FP; HoO orally asks AO to add him. Valid?,"<b>Rule:</b> NO — the pensioner-death rule's sub-rule -: AO includes ONLY on HoO's WRITTEN communication (spouse moves on Form 8). Oral = void; unlisted-with-no-PPO-name route is Format-13 sanction in 1 MONTH of Form 10 (the pensioner-death rule's sub-rule ).<br><br><b>Hinglish:</b> Likh-kar-jodo — zabani-nahi.<br><br><b>Ref:</b> Rule 79(2)(a), (b); Rule 79(2)(a)(iii); Rule 79(2)(b); Rule 79(2); Rule 79(a); Rule 79(iii); Rule 79(v); Rule 79(b)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Form Format Evaluation CCS_Pension::Rule_79 Priority::High,Basic
CCS21-1d2c7487,"SCENARIO — Pensioner missing: pension paid till 31.01, police report 15.03. Family claims from 01.02. Start-date?","<b>Rule:</b> Pensioner Death rule: TWO dates (paid-till vs report), whichever LATER = 15.03-report → day-after start + 6-MONTH BAR. 6-paper chain needed (Format 12 + Form 10 + Format 8 indemnity + report + untraced + Format 9); Form-4 absence never blocks.<br><br><b>Hinglish:</b> Do-me-baad-wali-6-mahine-rok.<br><br><b>Ref:</b> Rule 79(3)(i), (iv), (vi); Rule 79(3)(iv); Rule 79(vi)",CCS_Pension_Rules_2021::08_Death_Cases_Rules_71_to_79,CCS_Pension Rule_79 Missing_Person Timeline Application CCS_Pension::Rule_79 Priority::High,Basic
