#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
"CCS21-6f5b6260","The definition rule's sub-rule (e) excludes members of the{{c1::All India Services (AIS)}}.","<b>Rule:</b> AIS (IAS/IPS/IFoS) have separate pension regulations.<br><br><b>Hinglish:</b> IAS/IPS/IFoS bahar — unke apne AIS pension rules.<br><br><b>Ref:</b> Rule 2(e)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_e Exclusion CCS_Pension::Rule_02 Priority::High CCS_Pension::Rule_02_e","Cloze"
"CCS21-224e29a7","The definition rule's sub-rule (f) excludes persons{{c1::locally recruited for service abroad / foreign local recruits}}.","<b>Rule:</b> Foreign local recruits are excluded.<br><br><b>Hinglish:</b> Videsh me locally bharti — bahar.<br><br><b>Ref:</b> Rule 2(f)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_f Exclusion CCS_Pension::Rule_02 Priority::High CCS_Pension::Rule_02_f","Cloze"
"CCS21-00fea845","The definition rule's sub-rule (g) excludes persons engaged on{{c1::contract}}, UNLESS{{c2::the contract provides otherwise}}.","<b>Rule:</b> Contract staff are out — but a contract clause can pull them in; this is the ONLY definition exclusion with an in-built exception.<br><br><b>Hinglish:</b> Contract wale bahar, LEKIN contract me likha ho to andar — yahi ek exception hai.<br><br><b>Trap:</b> 'UNLESS contract provides otherwise' attaches ONLY to clause.<br><br><b>Ref:</b> Rule 2(g); Rule 2","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_g Exclusion Exception CCS_Pension::Rule_02 Priority::Critical CCS_Pension::Rule_02_g","Cloze"
"CCS21-054d6cf4","The definition rule's sub-rule (h) excludes persons whose pension is regulated by the{{c1::Constitution or any other law}}.","<b>Rule:</b> Catch-all for separately-governed functionaries (e.g., constitutional posts with own pension law).<br><br><b>Hinglish:</b> Jinki pension Constitution/kisi aur kanoon se chalti hai — ve bahar.<br><br><b>Ref:</b> Rule 2(h)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_h Exclusion CCS_Pension::Rule_02 Priority::High CCS_Pension::Rule_02_h","Cloze"
"CCS21-e721f37d","Recite all 8 definition exclusions all 8 clauses in order.","<b>Rule:</b> Railway casual/daily-rated contingencies CPF AIS foreign local recruit contract (unless contract provides otherwise) Constitution/other law.<br><br><b>Hinglish:</b> Railway, Casual, Contingency, CPF, AIS, Foreign-local, Contract, Constitution — aath bahar.<br><br><b>Mnemonic:</b> Ra-Ca-Co-C-A-Fo-Co-Co = 'Railway Casual Contingency CPF AIS Foreign Contract Constitution'.<br><br><b>Ref:</b> Rule 2(a)-(h); Rule 2; Rule 2(a); Rule 2(b); Rule 2(c); Rule 2(d); Rule 2(e); Rule 2(f); Rule 2(g); Rule 2(h)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02 Exclusion Mnemonic Synthesis CCS_Pension::Rule_02 Priority::High","Basic"
"CCS21-4ea432b3","The definition rule's Explanation 2 deals with persons under a{{c1::different pension scheme / State Government / Autonomous Body}}.","<b>Rule:</b> Persons already governed elsewhere (other scheme, State, autonomous body) are not double-covered automatically.<br><br><b>Hinglish:</b> Jo pehle se kahin aur covered hai, ve auto-cover nahi honge.<br><br><b>Ref:</b> Rule 2 Expl.2; Rule 2","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_Exp2 Explanation CCS_Pension::Rule_02 Priority::Medium CCS_Pension::Rule_02_Exp2","Cloze"
"CCS21-b8f83868","The definition rule's Explanation 3 is the{{c1::special/general order (catch-all)}}Explanation.","<b>Rule:</b> Government may extend/clarify coverage by special or general order.<br><br><b>Hinglish:</b> Sarkar order nikaal kar coverage tay kar sakti hai — catch-all.<br><br><b>Ref:</b> Rule 2 Expl.3; Rule 2","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_Exp3 Explanation CCS_Pension::Rule_02 Priority::Medium CCS_Pension::Rule_02_Exp3","Cloze"
"CCS21-27c413fd","The definition rule's Explanation 4 links{{c1::temporary status}}service to the temporary-status rule{{c2::temporary-status}}at{{c3::family-pension per cent}}counting.","<b>Rule:</b> Temporary-status (regularised casual labour) service counts 50% under the temporary-status rule.<br><br><b>Hinglish:</b> Temporary-status wala aadha service paayega — the temporary-status rule.<br><br><b>Ref:</b> Rule 2 Expl.4; Rule 15; Rule 2; Rule 50","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_Exp4 Rule_15 Qualifying_Service CCS_Pension::Rule_02 Priority::High CCS_Pension::Rule_02_Exp4","Cloze"
"CCS21-3add0032","On NPS death/invalidation, {{c1::invalid pension + family pension}} is payable IF {{c2::option exercised under the NPS Implementation Rules}} OR {{c3::default favours these rules}}.","<b>Rule:</b> Post-2003 NPS servants get invalid/family-pension benefits on NPS option or favourable default. Secondary: default = old-scheme if death &lt;15y service (press summary of NPS Rules — VERIFY full text); gratuity OM 7/5/2012; UPS death gratuity from 18.06.2025.<br><br><b>Hinglish:</b> NPS-vikalp-ya-chook — pension-sahara.<br><br><b>Ref:</b> Rule 2 Expl (5); NPS Implementation Rules, Rule 10; Rule 39; Rule 50","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_Exp5 NPS Family_Pension CCS_Pension::Rule_02 Priority::High CCS_Pension::Rule_02_Exp5","Cloze"
"CCS21-922b868f","The definition rule's Explanation 6 covers retirement in a{{c1::temporary capacity}}under the CCS (Temporary Service) the civil-return rule{{c2::civil-return}}.","<b>Rule:</b> Temporary-capacity retirees are dealt with under the 1965 Temporary Service Rules linkage.<br><br><b>Hinglish:</b> Temporary capacity me retire — 1965 Rules wala rasta.<br><br><b>Ref:</b> Rule 2 Expl.6; Rule 19; Rule 2","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02_Exp6 Explanation CCS_Pension::Rule_02 Priority::Medium CCS_Pension::Rule_02_Exp6","Cloze"
"CCS21-acbc04b5","Why does definition say 'these rules shall ALSO APPLY TO' instead of 'deemed appointed on or before 31.12.2003'?","<b>Rule:</b> Extension-by-application preserves the actual appointment date (no legal fiction of deemed appointment); effects like seniority/pay stay untouched.<br><br><b>Hinglish:</b> 'Apply' ka matlab sirf pension-cover badha; appointment date wahi — deemed fiction nahi.<br><br><b>Trap:</b> Do not equate 'also apply to' with deemed pre-2004 appointment.<br><br><b>Ref:</b> Rule 2 drafting note; Rule 2","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_02 Drafting Exam_Trap CCS_Pension::Rule_02 Priority::High","Basic"
"CCS21-6102fffa","{{c1::Accounts Officer}}means the officer who maintains the{{c2::accounts / authorises pension}}of the Government servant.","<b>Rule:</b> AO = authority maintaining accounts and authorising pension/family pension/gratuity (audits Form 7/11, issues PPO).<br><br><b>Hinglish:</b> Accounts Officer = hisaab rakhne + PPO nikaalne wala adhikari.<br><br><b>Ref:</b> Rule 3(1)(a); Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_a Definition CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_a","Cloze"
"CCS21-bad7a8cb","{{c1::Allottee}}means the Government servant to whom{{c2::Government accommodation}}is allotted.","<b>Rule:</b> Allottee status drives Rules dues/withholding/death-dues dues machinery and NDC before gratuity release.<br><br><b>Hinglish:</b> Sarkari makaan mila = allottee; NDC bina gratuity ka 10% atakta hai.<br><br><b>Ref:</b> Rule 3(1)(b); Rule 3(1); Rule 67; Rule 68; Rule 77","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_b Definition CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_b","Cloze"
"CCS21-e2dc22cb","{{c1::Average emoluments}}means average of emoluments of the{{c2::last 10 months}}(the average-emoluments rule).","<b>Rule:</b> 10-month average; pension uses emoluments OR average, whichever more beneficial (the average-emoluments rule vs 44).<br><br><b>Hinglish:</b> Aakhri 10 mahine ka average — jo bada (emoluments ya average) wahi pension ka base.<br><br><b>Ref:</b> Rule 3(1)(c); Rule 32; Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_c Definition Average_Emoluments CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_c","Cloze"
"CCS21-10108765","{{c1::Bhavishya}}is the{{c2::online pension processing}}system.","<b>Rule:</b> Default pension-case platform with e-HRMS under the Bhavishya rule (e-HRMS superannuation only; others Bhavishya).<br><br><b>Hinglish:</b> Bhavishya = pension ka online portal; e-HRMS sirf superannuation ke liye.<br><br><b>Ref:</b> Rule 3(1)(d); Rule 53; Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_d Definition CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_d","Cloze"
"CCS21-5c20f47c","{{c1::Child}}— state the definition and its pension significance.","<b>Rule:</b> Child includes categories eligible under the family-pension rule's sub-rule (son &lt;25 unmarried not earning; daughter unmarried/widowed/divorced not earning; disabled child no age bar) — birth order + twins + divorce-filing rules attach.<br><br><b>Hinglish:</b> Baccha = beta &lt;25, beti (unmarried/widow/divorced), disabled (umar ki seema nahi).<br><br><b>Ref:</b> Rule 3(1)(e); Rule 50(9); Rule 3(1); Rule 3(9)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_e Definition Family_Pension CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_e","Cloze"
"CCS21-ab493619","{{c1::Dearness Relief}}is relief on{{c2::pension/family pension}}to neutralise{{c3::price rise}}, granted under the DR rule{{c4::DR}}('may be granted').","<b>Rule:</b> DR is NOT part of pension/family pension definitions (the interpretation rule's sub-rule (t)(i)); current 60% w.e.f. 01.01.2026 — VOLATILE.<br><br><b>Hinglish:</b> DR = mehangaai raahat, pension ka hissa NAHI; abhi 60% — badalta rehta hai.<br><br><b>Last verified:</b> 2026-09-20<br><br><b>Ref:</b> Rule 3(1)(f); Rule 52; Rule 3(1); Rules 3(t), 3(i)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_f Definition Dearness_Relief CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_f","Cloze"
"CCS21-82fac554","{{c1::Defence Service}}≠{{c2::Armed Forces}}— state the distinction.","<b>Rule:</b> Defence Service is the defined service category; do not casually equate with Armed Forces of the Union (exam trap).<br><br><b>Hinglish:</b> Defence Service aur Armed Forces ek nahi — shabdon ka jaal hai.<br><br><b>Ref:</b> Rule 3(1)(g); Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_g Definition Exam_Trap CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_g","Cloze"
"CCS21-348e0ea2","{{c1::Emoluments}}means{{c2::basic pay per}}(+ NPA for medical officers; stagnation increment counts).","<b>Rule:</b> emoluments timing: pay at retirement/death; +DA only for gratuity computation under the gratuity rule's sub-rule.<br><br><b>Hinglish:</b> Emoluments = basic pay (+NPA); gratuity me DA judta hai, pension me nahi.<br><br><b>Ref:</b> Rule 3(1)(h); Rule 31; Rule 3(1); FR 9(21)(a)(i); Rule 45(6); Rule 3(6)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_h Definition Emoluments CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_h","Cloze"
"CCS21-6cae1485","{{c1::Family Pension}}means pension payable to{{c2::family}}under the family-pension rule{{c3::family-pension}}, and it{{c4::excludes Dearness Relief}}.","<b>Rule:</b> Like Pension, the definition excludes DR (DR is granted separately under the DR rule).<br><br><b>Hinglish:</b> Family pension = parivaar ko family-pension me; DR isme shamil NAHI.<br><br><b>Ref:</b> Rule 3(1)(i); Rule 50; Rule 3(1); Rule 52","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_i Definition Family_Pension CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_i","Cloze"
"CCS21-45d870aa","{{c1::Foreign Service}}means service in which a Government servant receives pay from{{c2::other than Central revenues}}(e.g., PSU/autonomous body/State/foreign).","<b>Rule:</b> Drives absorption machinery (deemed deputation, foreign service terms, no deputation allowance).<br><br><b>Hinglish:</b> Bahar ki naukri jiska paisa Kendra se na aaye = foreign service.<br><br><b>Ref:</b> Rule 3(1)(j); Rule 3(1); Rule 35; Rule 38","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_j Definition Deputation CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_j","Cloze"
"CCS21-c02f24dd","What is the difference between 'Form' [the interpretation rule's sub-rule (1)(k)] and 'Format' [the interpretation rule's sub-rule (1)(l)]?","<b>Rule:</b> (k) Form = a form appended to these rules (statutory application — servant/claimant fills: Forms 1–13); (l) Format = a format appended (office template/undertaking/covering letter: Formats 1–13).<br><br><b>Hinglish:</b> Form = karmchari/claimant bharta hai; Format = daftar ka template/letter. Dono appended hain, kaam alag.<br><br><b>Trap:</b> Synonyms mat samjho — 2024 me 9 forms Form 6-A me merge hue.<br><br><b>Ref:</b> Rule 3(1)(k), 3(1)(l); Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_k Rule_03_1_l Definition Form Format Exam_Trap CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_k","Basic"
"CCS21-f6d40e10","{{c1::Government}}means the{{c2::Central Government}}unless context otherwise requires.","<b>Rule:</b> Default Government = Central Government (State contexts flagged expressly, e.g., the State-transfer rule).<br><br><b>Hinglish:</b> 'Government' bole to Kendra Sarkar — Rajya ka zikr alag se hota hai.<br><br><b>Ref:</b> Rule 3(1)(m); Rule 3(1); Rule 13","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_m Definition CCS_Pension::Rule_03 Priority::Medium CCS_Pension::Rule_03_1_m","Cloze"
"CCS21-5555443d","{{c1::Government dues}}— which two Explanation baskets exist under the dues rule?","<b>Rule:</b> accommodation dues (licence fee arrears, damages, electricity/water/PNG) other dues (advances, overpayments, income tax). HoO ascertains/assesses; adjusted from gratuity.<br><br><b>Hinglish:</b> Sarkari makaan ke + baaki (advance/overpayment/tax) — HoO vasoolta hai gratuity se.<br><br><b>Ref:</b> Rule 3(1)(n); Rule 67; Rule 3(1); Rule 3(a); Rule 3(b)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_n Definition Government_Dues CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_n","Cloze"
"CCS21-44de8155","'Gratuity' includes which 3 types?","<b>Rule:</b> Definition has 3 LIMBS — (i) service retirement OR death (the gratuity rule's sub-rule ) = ONE limb, TWO live types residuary (the gratuity rule's sub-rule ). Limbs = 3, live types = 4 (service, retirement, death, residuary).<br><br><b>Hinglish:</b> Teen-anga-chaar-prakaar.<br><br><b>Ref:</b> Rule 3(1)(o); Rule 3(1); Rule 44; Rule 45(1); Rule 45(3); Rule 3(ii); Rule 3(iii); Rule 3(3)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_o Definition Gratuity CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_o","Basic"
"CCS21-2552bb21","Interpretation vs Provision: Head of Department ≠ Head of Office — state the distinction.","<b>Rule:</b> HoD = department head (lists under the retirement-list rule, sanctions); HoO = office head doing pension-case work (verification, Forms, forwarding, provisional sanction). Head of Office ≠ senior-most officer present.<br><br><b>Hinglish:</b> HoD = vibhaag ka mukhiya; HoO = pension-file chalane wala — sabse senior vyakti nahi.<br><br><b>Ref:</b> Rule 3(1)(p), 3(1)(q); Rule 3(1); Rule 54","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_p Rule_03_1_q Definition Exam_Trap CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_p","Basic"
"CCS21-b63fdefc","{{c1::Local Fund administered by Government}}— why does it matter?","<b>Rule:</b> Service paid from a Govt-administered Local Fund can still be qualifying service (the paid-service rule Explanation) — funding source test.<br><br><b>Hinglish:</b> Local Fund se salary mile tab bhi service gin sakti hai — paid-service dekho.<br><br><b>Ref:</b> Rule 3(1)(r); Rule 12; Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_r Definition CCS_Pension::Rule_03 Priority::Medium CCS_Pension::Rule_03_1_r","Cloze"
"CCS21-2a0f66e7","{{c1::Minor}}means a person below{{c2::18 years}}— pension relevance?","<b>Rule:</b> Minor nominees/claimants act through guardians (gratuity-nomination alternate nominee; family-pension guardian; pensioner-death remarriage guardianship).<br><br><b>Hinglish:</b> 18 se kam = minor; guardian ke through kaam hota hai.<br><br><b>Ref:</b> Rule 3(1)(s); Rule 3(1); Rule 46; Rule 50(9); Rule 79(4)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_s Definition CCS_Pension::Rule_03 Priority::Medium CCS_Pension::Rule_03_1_s","Cloze"
"CCS21-9032cfda","{{c1::Pension}}{{c2::excludes}}Dearness Relief — and{{c1::Family Pension}}also{{c2::excludes}}DR. Why tested together?","<b>Rule:</b> BOTH definitions exclude DR; DR is granted separately under the DR rule ('may be granted'). Classic exam trap: Pension vs Family Pension differ in PAYEE (servant vs family), not in DR treatment.<br><br><b>Hinglish:</b> Dono me DR bahar; farq sirf paane wale ka — karmchari ya parivaar.<br><br><b>Ref:</b> Rule 3(1)(t); Rule 3(1)(i); Rule 52; Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_t Definition Exam_Trap CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_t","Cloze"
"CCS21-7a61a485","{{c1::Pension Payment Order (PPO)}}is the{{c2::authorisation}}issued by the{{c3::Accounts Officer}}for{{c4::pension/family pension/gratuity}}payment.","<b>Rule:</b> PPO + Format 9 undertaking → CPAO Special Seal (21 days for superannuation retirement track, 10 days for death/family pension track) → PDA disburses (15 days) — authorisation chain.<br><br><b>Hinglish:</b> PPO = AO ka payment order; uske baad CPAO seal, phir PDA payment.<br><br><b>Ref:</b> Rule 3(1)(v); Rule 80; Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_v Definition CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_v","Cloze"
"CCS21-ac24b6fb","{{c1::Qualifying Service}}means service that{{c2::counts for pension}}under Chapter{{c3::III}}.","<b>Rule:</b> QS thresholds: 1y (family pension gateway), 5y (gratuity), 10y (pension), 18y (verification clock), 20y (VR), 30y (premature).<br><br><b>Hinglish:</b> QS = pension ke kaam ki service; 1-5-10-18-20-30 yaad rakho.<br><br><b>Ref:</b> Rule 3(1)(w); Rules 11-30; Rule 3(1)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_w Definition Qualifying_Service CCS_Pension::Rule_03 Priority::Critical CCS_Pension::Rule_03_1_w","Cloze"
"CCS21-86a71646","{{c1::Retirement Benefits}}includes{{c2::pension/family pension/gratuity}}taken together.","<b>Rule:</b> Umbrella term used in withholding, forfeiture (the PSU-absorption rule's sub-rule (29)), absorption options.<br><br><b>Hinglish:</b> Retirement benefits = pension + gratuity sab kuch ek saath.<br><br><b>Ref:</b> Rule 3(1)(x); Rule 3(1); Rule 37(29)(c); Rule 7; Rule 8; Rule 3(c)","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_x Definition CCS_Pension::Rule_03 Priority::Medium CCS_Pension::Rule_03_1_x","Cloze"
"CCS21-1d64918f","{{c1::Service Book}}— why is it the backbone of Chapters III, X, XI?","<b>Rule:</b> Definite entries prove QS (leave, suspension, condonation, nomination, calendar/record-verification/FP-settlement verification); unverified entries have deemed-verified fallbacks.<br><br><b>Hinglish:</b> Service Book = sabooton ki kitaab; entry nahi to deeming provisions bachati hain.<br><br><b>Ref:</b> Rule 3(1)(y); Rule 3(1); Rule 21; Rule 23; Rule 28; Rule 46; Rule 73; Rule 57; Rule 72","CCS_Pension_Rules_2021::01_Preliminary_Rules_01_to_10","CCS_Pension Rule_03_1_y Definition CCS_Pension::Rule_03 Priority::High CCS_Pension::Rule_03_1_y","Cloze"
