#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
CCS21-9289c6ab,"The civil-return rule's sub-rule (5) LIMITS the later civil pension, but military-counting imposes{{c1::NO limitation}}— state the contrast and its logic.",<b>Rule:</b> Civil re-employment caps the combined outcome; military re-employment lets the later civil pension run free — ex-servicemen advantage.<br><br><b>Hinglish:</b> Civil wapas-noukri me seema; fauji wapas-noukri me khuli pension.<br><br><b>Ref:</b> Rule 19(5); Rule 20(5); Rule 19; Rule 20,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Comparison CCS_Pension::Rule_19 Priority::Critical,Cloze
CCS21-c6ea23cf,The military-counting rule's sub-rule (1): military re-employment refund ={{c1::military pension drawn + its commutation value + gratuities}}; instalments{{c2::36 months}}(the military-counting rule's sub-rule (2)).,"<b>Rule:</b> Same 36-month cap as the civil-return rule's sub-rule; the military-counting rule's sub-rule: interruption condonation deemed included.<br><br><b>Hinglish:</b> Fauji pension/gratuity wapas (36 kisht); toota-link muaaf maana.<br><br><b>Ref:</b> Rule 20(1), 20(2), 20(4); Rule 20(1); Rule 20(2); Rule 19(3); Rule 20(4); Rule 20(3)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_20 Military_Service Timeline CCS_Pension::Rule_20 Priority::High,Cloze
CCS21-a2ea2921,The military-counting rule's Explanation 1(ii) 2022 REVERSAL: 'was NOT required to be refunded' became '{{c1::WAS TO BE REFUNDED}}'.,<b>Rule:</b> G.S.R. 770(E) flipped the refund duty — single-word reversal with full arithmetic consequence.<br><br><b>Hinglish:</b> 2022 me 'wapas NAHI' ulta ho kar 'wapas KARO' ban gaya.<br><br><b>Trap:</b> Pre-2022 vs post-2022 opposite answers.<br><br><b>Ref:</b> Rule 20 Expl.1(ii) as amended; Rule 20,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_20_Exp1_ii GSR_770_E_2022 Amendment Reversal CCS_Pension::Rule_20 Priority::Critical CCS_Pension::Rule_20_Exp1_ii,Cloze
CCS21-bd40b4fa,The military-counting rule's Explanation 2 (opt to KEEP military pension) →{{c1::military service NOT counted}}; Explanation 3 (joined AFTER 31.12.2003) →{{c2::NPS Rules apply}}.,"<b>Rule:</b> Keep the fauji pension = lose the counting; post-cutoff joiners are NPS persons.<br><br><b>Hinglish:</b> Fauji pension rakhi to service gayi; 2003 ke baad aaye to NPS.<br><br><b>Ref:</b> Rule 20 Expl.2, Expl.3; Rule 20",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_20 NPS CCS_Pension::Rule_20 Priority::High,Cloze
CCS21-79ac2b96,Master comparison: Civil Return vs Military Counting,"<b>Rule:</b> civil return (compensation/invalid only; 36-mo; civil-return caps later pension) vs military counting (all military pensioners; 36-mo; military-counting deemed condonation; NO cap) + 2022 Exp.1 reversal.<br><br><b>Hinglish:</b> Civil-seema vs Fauji-khula — 36 kisht dono me.<br><br><b>Ref:</b> Rules 19, 20; Rule 19; Rules 20; Rule 19(5); Rule 20; Rule 20(4); Rule 20(5)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Comparison CCS_Pension::Rule_19 Priority::Critical,Basic
CCS21-ab0514da,"The leave-counting rule 's 3 leave categories: (i){{c1::leave with leave salary — always counts}}; second,{{c2::EOL on medical grounds — always counts}}; third,{{c3::other EOL — counts ONLY on 2 grounds}}.",<b>Rule:</b> Grounds for: civil commotion OR higher scientific/technical studies — nothing else.<br><br><b>Hinglish:</b> Tankhvah wali chhutti + bimaari wali EOL = pakka count; baaki EOL sirf danga/padhai par.<br><br><b>Ref:</b> Rule 21(i)-(iii); Rule 21; Rule 21(iii),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Qualifying_Service CCS_Pension::Rule_21 Priority::Critical,Cloze
CCS21-452c2c57,Other EOL counts ONLY for{{c1::civil commotion}}or{{c2::higher scientific/technical studies}}— apply to study leave for an MBA abroad.,<b>Rule:</b> MBA abroad is higher study but NOT scientific/technical → does NOT count. A PhD in physics would count.<br><br><b>Hinglish:</b> MBA-videsh = nahi ginega; physics-PhD = ginega.<br><br><b>Ref:</b> Rule 21(iii),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Scenario Application CCS_Pension::Rule_21 Priority::High,Cloze
CCS21-16183086,The leave-counting rule's Explanation: leave needs a{{c1::definite service-book entry}}; late entry allowed till{{c2::6 months before superannuation}}; default favours the{{c3::employee}}.,<b>Rule:</b> No entry → Government proves otherwise; silence benefits the servant.<br><br><b>Hinglish:</b> Entry pakki karo; der ho to retirement se 6 mahine pehle tak; shak ka fayda karmchari ko.<br><br><b>Ref:</b> Rule 21 Explanation; Rule 21,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Explanation Timeline CCS_Pension::Rule_21 Priority::High,Cloze
CCS21-a79408d7,The training/joining rule's sub-rule (1): pre-appointment departmental training counts for{{c1::Group C}}(on pay/stipend/nominal allowance); the training/joining rule's sub-rule (2): other cases need{{c2::Government order}}.,"<b>Rule:</b> Group C training auto-counts; everyone else needs an express Govt order.<br><br><b>Hinglish:</b> Group C ki training pakki; baakiyon ko Sarkari order chahiye.<br><br><b>Ref:</b> Rule 22(1), 22(2); Rule 22(1); Rule 22(2)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_22 Qualifying_Service CCS_Pension::Rule_22 Priority::High,Cloze
CCS21-fab5a4e0,"The training/joining rule's sub-rule (3):{{c1::joining-time gap}}counts; the training/joining rule's sub-rule (4): EXCESS joining time →{{c2::leave due, else HoD-sanctioned EOL}}— and THIS EOL counts (contrast the leave-counting rule).","<b>Rule:</b> The training/joining eol is a deemed-count exception to the leave-counting rule's strict EOL gate.<br><br><b>Hinglish:</b> Zyada joining-time = chhutti/EOL me badlo, aur ve gini jaayegi — leave-counting ka ulta.<br><br><b>Ref:</b> Rule 22(3), 22(4); Rule 22(3); Rule 22(4); Rule 21",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_22 Comparison CCS_Pension::Rule_22 Priority::High,Cloze
CCS21-d072d8f0,The suspension rule's sub-rule (1) suspension counts ONLY if TWO limbs meet:{{c1::fully exonerated OR only minor penalty}}AND{{c2::suspension wholly unjustified}}.,"<b>Rule:</b> BOTH needed — exoneration alone is insufficient if suspension was justified.<br><br><b>Hinglish:</b> Bari + suspension be-wajah — dono shart; ek se kaam nahi.<br><br><b>Trap:</b> AND, not OR, between the limbs.<br><br><b>Ref:</b> Rule 23(1)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_23 Qualifying_Service Exam_Trap CCS_Pension::Rule_23 Priority::Critical,Cloze
CCS21-5c22a67b,The suspension rule's sub-rule (2): counting needs an{{c1::express declaration at the time}}; the suspension rule's sub-rule (3):{{c2::every case}}gets an order + definite service-book entry.,"<b>Rule:</b> No retrospective assumption — declare then, enter always.<br><br><b>Hinglish:</b> Usi waqt ghoshna, har case me entry — baad me maan nahi liya jaata.<br><br><b>Ref:</b> Rule 23(2), 23(3); Rule 23(2); Rule 23(3)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_23 Procedure CCS_Pension::Rule_23 Priority::High,Cloze
CCS21-c6b7ee47,The forfeiture rule:{{c1::dismissal or removal}}forfeits past service —{{c2::compulsory retirement}}is NOT in the forfeiture rule.,"<b>Rule:</b> Dismissal/removal = forfeit (compassionate allowance may still rescue); compulsory retirement keeps pension under the compulsory-retirement rule.<br><br><b>Hinglish:</b> Barkhastagi = seva zabt; compulsory retirement = pension bachi (the compulsory-retirement rule).<br><br><b>Trap:</b> Compulsory retirement ≠ the forfeiture rule.<br><br><b>Ref:</b> Rule 24; Rules 40, 41; Rule 41; Rule 40",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_24 Forfeiture Exam_Trap CCS_Pension::Rule_24 Priority::Critical,Cloze
CCS21-faa39042,The reinstatement rule's sub-rule (1): dismissal/removal/COMPULSORY RETIREMENT +{{c1::reinstatement on appeal/review}}→ past service{{c2::counts}}; the reinstatement rule's sub-rule (2): interruption itself{{c3::not counted}}unless{{c4::regularised by specific order}}.,"<b>Rule:</b> Reinstatement revives past service; the gap needs its own regularisation order.<br><br><b>Hinglish:</b> Bahali par purani service wapas; beech ka gap alag order se ginega.<br><br><b>Ref:</b> Rule 25(1), 25(2); Rule 25(1); Rule 25(2)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_25 Qualifying_Service CCS_Pension::Rule_25 Priority::High,Cloze
CCS21-612ae04c,The resignation rule's sub-rule (1):{{c1::resignation}}forfeits past service; resignation exception:{{c2::proper permission + another Government appointment}}.,"<b>Rule:</b> Bare resignation kills QS; permission-route resignation to another Govt post preserves it (the resignation rule's sub-rule: order must say so + HoO service-book entry; the resignation rule's sub-rule: gap coverage; the resignation rule's sub-rule: condonation deemed).<br><br><b>Hinglish:</b> Isteefa = seva gayi; permission + Sarkari naukri = seva bachi.<br><br><b>Ref:</b> Rule 26(1)-26(4), 26(7); Rule 26(1); Rule 26(2); Rule 26(3); Rule 26(4); Rule 26(7)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_26 Forfeiture Exception CCS_Pension::Rule_26 Priority::High,Cloze
CCS21-15c53a34,The resignation rule's sub-rule (6): resignation to join a{{c1::private company / Government-controlled body}}does NOT get the resignation exception.,<b>Rule:</b> Private/corporate jumps forfeit QS even with permission — Govt-to-Govt only.<br><br><b>Hinglish:</b> Private company me gaye to seva gayi — Sarkar-se-Sarkar hi bachta hai.<br><br><b>Ref:</b> Rule 26(6); Rule 26(2),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_26 Exception CCS_Pension::Rule_26 Priority::High,Cloze
CCS21-a89507dc,The absence rule's sub-rule (2) retrospectivity: appointing authority may commute{{c1::absence without leave}}as{{c2::EOL}}afterwards.,<b>Rule:</b> Back-dated regularisation power — converts a forfeiture gap into countable EOL.<br><br><b>Hinglish:</b> Bina-chhutti gayab ko baad me EOL bana kar bachaya ja sakta hai.<br><br><b>Ref:</b> Rule 27(2),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_27 Exception CCS_Pension::Rule_27 Priority::High,Cloze
CCS21-bb2b6141,The condonation rule's sub-rule (1): interruptions stand{{c1::automatically condoned}}if the service book has{{c2::no contrary indication}}(Defence/Railway estimates included).,"<b>Rule:</b> Silence = condonation; no application needed.<br><br><b>Hinglish:</b> Service Book chup = toota-link muaaf, arzi ki zaroorat nahi.<br><br><b>Ref:</b> Rule 28(1)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_28 Condonation CCS_Pension::Rule_28 Priority::High,Cloze
CCS21-0301ba3c,"The condonation rule's sub-rule (2) bars condonation for 4 causes:{{c1::resignation, dismissal, removal, strike participation}}; the condonation rule's sub-rule (3): the{{c2::interruption period itself}}never counts.","<b>Rule:</b> Condonation bridges the LINK but never pays for the GAP.<br><br><b>Hinglish:</b> Muaafi jod to deti hai, par gap ki tankhvah-service nahi deti.<br><br><b>Ref:</b> Rule 28(2), 28(3); Rule 28(2); Rule 28(3)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_28 Condonation CCS_Pension::Rule_28 Priority::Critical,Cloze
CCS21-9949675f,"The condonation rule's sub-rule (4)(6): appointing authority's discretion — refusal ONLY in{{c1::exceptional/grave circumstances}}, with{{c2::representation + personal hearing}}.",<b>Rule:</b> Refusal is the rare exception and needs due process.<br><br><b>Hinglish:</b> Muaafi se inkaar sirf gambhir wajah + sunwai ke baad.<br><br><b>Ref:</b> Rule 28(4)-(6); Rule 28(4); Rule 6,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_28 Procedure CCS_Pension::Rule_28 Priority::High,Cloze
CCS21-294addc5,"The verification-timeline rule's sub-rule (1): QS verification at{{c1::18 years of service}}AND{{c2::5 years before superannuation}}, communicated in{{c3::Format 4}}after{{c4::HoO + Accounts Officer}}consultation.","<b>Rule:</b> Two clocks: 18-year service mark + 5-year pre-retirement sweep; the verification-timeline rule's sub-rule: also on transfer/closure/surplus events.<br><br><b>Hinglish:</b> 18 saal naukri + retirement se 5 saal pehle — Format 4 me hisaab pakka.<br><br><b>Ref:</b> Rule 30(1), 30(3); Rule 30(1); Rule 30(3)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_30 Timeline Format CCS_Pension::Rule_30 Priority::Critical,Cloze
CCS21-b70a43ca,The verification-timeline rule's sub-rule (4): verification is{{c1::FINAL except for rule changes}}; the verification-timeline rule's sub-rule (5):{{c2::31 January}}annual report to the{{c3::Secretary}}.,"<b>Rule:</b> Finality gives certainty; yearly 31-Jan compliance report up the chain.<br><br><b>Hinglish:</b> Ek baar pakka to pakka (niyam badle to alag); har 31 January Secretary ko report.<br><br><b>Ref:</b> Rule 30(4), 30(5); Rule 30(4); Rule 30(5)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_30 Timeline CCS_Pension::Rule_30 Priority::High,Cloze
CCS21-50a0dc9b,G.S.R. 770(E): military-counting before '{{c1::was NOT required to be refunded}}' → AFTER '{{c2::WAS TO BE REFUNDED}}'.,<b>Rule:</b> Refund-duty reversal for military re-employment counting.<br><br><b>Hinglish:</b> 'Wapas-nahi' ulta = 'wapas-karo'.<br><br><b>Ref:</b> Rule 20 Expl.1(ii); Rule 1(ii) Expl.1(ii),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension GSR_770_E_2022 Rule_20_Exp1_ii Reversal CCS_Pension::Rule_20 Priority::Low Category::Historical CCS_Pension::Rule_20_Exp1_ii,Cloze
CCS21-0ac151d9,Format 4 ↔{{c1::QS-verification communication}}.,<b>Rule:</b> 18-year + 5-year verification conveyed in Format 4.<br><br><b>Hinglish:</b> Seva-satyapan-patra = Format 4.<br><br><b>Ref:</b> Rule 30(1); Rule 30,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Format Priority::High,Cloze
CCS21-9fa34a7c,Provision vs Contract Service{{c1::SANCTION}}is load-bearing.,"<b>Rule:</b> Counting contract service turns on sanction, not mere knowledge.<br><br><b>Hinglish:</b> 'Manzoori' shabd pakdo — 'jaankari' dhokha hai.<br><br><b>Ref:</b> Rule 18; Rule 18(Rule 18)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Terminology Exam_Trap Priority::High,Cloze
CCS21-5d7ff720,Civil Return vs Military Counting{{c1::civil-capped ()}}vs{{c2::military-uncapped ()}}; common{{c3::36-month}}refund; 2022 flipped{{c4::Exp.1(ii)}}.,"<b>Rule:</b> Seema vs khula.<br><br><b>Hinglish:</b> Civil-seema, fauji-khula, 36-kisht-samaan.<br><br><b>Ref:</b> Rules 19, 20; Rule 19; Rule 20; Rule 19(5); Rule 20(5)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Comparison Priority::High,Cloze
CCS21-504f49df,TABLE ROW — Civil Return vs Military Counting: the civil-return rule ={{c1::CIVIL compensation/invalid pensioners only (NOT superannuation/retiring)}}; the military-counting rule ={{c2::MILITARY pensioners}}.,<b>Table:</b> Entrant row.<br><br><b>Hinglish:</b> Civil-chuninda vs fauji-sab.<br><br><b>Ref:</b> Rule 19(1); Rule 20(1); Rule 19; Rule 20,CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Visual_Summary Comparison CCS_Pension::Rule_19 Priority::High,Cloze
CCS21-83174e8b,TABLE ROW — Civil Return vs Military Counting: both{{c1::36-month}}instalments; civil-return refunds{{c2::pension drawn + commutation + gratuities}}; military-counting refunds{{c3::military pension + its commutation + gratuities}}(Exp.1(ii) 2022: WAS TO BE REFUNDED).,"<b>Table:</b> Refund row; revival only on FULL refund (the civil-return rule's sub-rule ).<br><br><b>Hinglish:</b> 36-kisht-dono; fauji-ulta-2022.<br><br><b>Ref:</b> Rule 19(3); Rule 20(1), (2); Rule 19; Rule 20",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Visual_Summary Comparison CCS_Pension::Rule_19 Priority::High,Cloze
CCS21-6c80676d,TABLE ROW — Civil Return vs Military Counting: the civil-return rule's sub-rule (5){{c1::LIMITS later civil pension}}; the military-counting rule's sub-rule (5){{c2::NO limitation}}+ the military-counting rule's sub-rule (4){{c3::deemed condonation}}.,"<b>Table:</b> Outcome row — the exam's favourite contrast.<br><br><b>Hinglish:</b> Civil-seema vs fauji-khula+muaafi.<br><br><b>Ref:</b> Rule 19(5); Rule 20(4), (5); Rule 19; Rule 20; Rule 20(5); Rule 20(4)",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_19 Rule_20 Visual_Summary Comparison CCS_Pension::Rule_19 Priority::Critical,Cloze
CCS21-120440d6,"TABLE ROW — The leave-counting rule leave categories: (i){{c1::leave-salary — ALWAYS}}; second,{{c2::medical EOL — ALWAYS}}; third,{{c3::other EOL — ONLY civil-commotion / higher-scientific-technical-studies}}+{{c4::service-book entry (late till superannuation-minus-6mo, doubt favours servant)}}.","<b>Table:</b> 3-row leave table + entry footnote.<br><br><b>Hinglish:</b> Tankhvah-pakka, bimaari-pakka, baaki-do wajah.<br><br><b>Ref:</b> Rule 21",CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_21 Visual_Summary CCS_Pension::Rule_21 Priority::High,Cloze
CCS21-569321ee,"TABLE ROW — The absence rule: suspension followed by{{c1::RETURN TO DUTY covers reinstatement/death/retirement}}— i.e., row (c) saves the spell even if the servant{{c2::DIES under suspension}}( (subject to its limiting clause suspension rule counting declaration for the gap).",<b>Table:</b> Row- probe: link-break saved; gap-count needs the suspension rule.<br><br><b>Hinglish:</b> Suspension-maut link-bacha; gap-suspension-se.<br><br><b>Ref:</b> Rule 27(1)(c); Rule 23; Rule 27; Rule 27(c),CCS_Pension_Rules_2021::02_Qualifying_Service_Rules_11_to_30,CCS_Pension Rule_27 Visual_Summary CCS_Pension::Rule_27 Priority::High,Cloze
