#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
CCS21-2972fa50,SCENARIO — HoD issues the retirement list on the 20th (5 days late) covering 12 months. Two defects?,"<b>Rule:</b> YES deadline is BY THE 15TH coverage must be NEXT 15 MONTHS, not 12. Late/short lists cascade into DoE-dues delays (the interest rule risk).<br><br><b>Hinglish:</b> 15-tarikh-15-mahine — dono-tute.<br><br><b>Ref:</b> Rule 54(1); Rule 54; Rule 65; Rule 55; Rule 57; Rule 54(2)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_54 Timeline Evaluation CCS_Pension::Rule_54 Priority::High,Basic
CCS21-4fba3016,SCENARIO — Compulsory retirement order dated 01.03; HoO intimates AO on 15.03. Consequence?,<b>Rule:</b> 4 DAYS LATE — retirement-list allows 10 days (till 11.03); delay compresses downstream event clocks and evidences admin lapse for interest if pension delays.<br><br><b>Hinglish:</b> 10-din-11-tak — 15-deri.<br><br><b>Ref:</b> Rule 54(3); Rule 58; Rule 59; Rule 60; Rule 65,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_54 Timeline Scenario CCS_Pension::Rule_54 Priority::High,Basic
CCS21-13d5d0ad,SCENARIO — Superannuation due 31.03.2027; HoO writes to DoE on 01.06.2026 (10 months prior). Compliant with the DoE-dues rule's sub-rule (1)?,"<b>Rule:</b> NO — DoE-dues needs AT LEAST 1 YEAR before (by 31.03.2026) with 8-month coverage; 10 months is short. the DoE-dues rule's sub-rule: HoO must then act within 10 days of DoE's reply to recover time.<br><br><b>Hinglish:</b> 1-saal-pehle-chahiye — 10-mahine-kam.<br><br><b>Ref:</b> Rule 55(1), (3); Rule 55(1); Rule 55(3)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_55 Timeline Evaluation CCS_Pension::Rule_55 Priority::High,Basic
CCS21-6e80e1f5,"EVALUATE — DoE reply received 05.01; HoO sits till 25.01, then starts calendar verification. Valid?",<b>Rule:</b> NO — the DoE-dues rule's sub-rule: act WITHIN 10 DAYS of obtaining details (till 15.01). 10-day breach feeds provisional pension trigger + interest trail.<br><br><b>Hinglish:</b> 10-din-me-hilna-tha — 20-din-soya-galat.<br><br><b>Ref:</b> Rule 55(3); Rule 57; Rule 62; Rule 65,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_55 Timeline Evaluation CCS_Pension::Rule_55 Priority::Medium,Basic
CCS21-ed2de27b,SCENARIO — Superannuation 30.09.2027; servant proceeds on LPR from 01.10.2026. When must HoO START preparatory work (the preparation rule)?,"<b>Rule:</b> 1.10.2026 (LPR date) — it is EARLIER than 1-year-prior (30.09.2026)? NO: 30.09.2026 &lt; 01.10.2026, so start = 30.09.2026. EARLIER of the two always wins — compute both dates.<br><br><b>Hinglish:</b> Dono-tareekh-nikaal-jo-pehle.<br><br><b>Trap:</b> Compute, don't assume LPR.<br><br><b>Ref:</b> Rule 56",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_56 Timeline Application CCS_Pension::Rule_56 Priority::Critical,Basic
CCS21-03ef651a,"SCENARIO — A 1985 — 87 spell has NO service-book entry; pay bills destroyed, LPC unavailable, April slips gone. Other office silent for 3 months. Result under the calendar rule's sub-rule (1)(a)?",<b>Rule:</b> Spell is QUALIFYING-DEEMED: 2-month reply window expired → deeming fires; Secretary answers for non-communication; servant's truth-declaration supports. Verification must still CLOSE in 8 months.<br><br><b>Hinglish:</b> Saboot-nahi-jawab-nahi to qualifying-maano.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Scenario Application CCS_Pension::Rule_57 Priority::High,Basic
CCS21-df4097b6,SCENARIO — Servant declares 'no breaks 1990–2020' but records show a 1998 resignation. Liability?,<b>Rule:</b> WILFUL FALSE declaration = GRAVE MISCONDUCT under the calendar rule's sub-rule — proceedings + conduct withholding exposure; the resignation gap is separately governed by the resignation rule (forfeiture unless permission-route).<br><br><b>Hinglish:</b> Jhoothi-ghoshna-ghor-durachar.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 26; Rule 7; Rule 8; Rule 57(1); Rule 57(a),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Evaluation CCS_Pension::Rule_57 Priority::High,Basic
CCS21-cfba646e,SCENARIO — Stage-2 audit finds a 30-month-old increment arrears error. Fixable under the calendar rule's sub-rule (1)(b)?,"<b>Rule:</b> NO — emoluments lookback is 24 MONTHS only; the 30-month error is time-barred for Stage 2 (remedy, if any, via revision rails).<br><br><b>Hinglish:</b> 24-mahine-se-purana-bahar.<br><br><b>Ref:</b> Rule 57(1)(b); Rule 57(1); Rule 66",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline Evaluation CCS_Pension::Rule_57 Priority::High,Basic
CCS21-8571aedb,SCENARIO — HoO communicates Stage-3 forms position; servant does not respond for 3 months. Effect?,<b>Rule:</b> 2-MONTH NON-ACCEPTANCE rule fires — communicated position stands accepted (the calendar rule's sub-rule ); HoO proceeds to the case-build rule. Silence = consent here (contrast the condonation rule silence = condonation).<br><br><b>Hinglish:</b> 2-mahine-chup to maan-liya.<br><br><b>Ref:</b> Rule 57(1)(c); Rule 28; Rule 59; Rule 60; Rule 57(1); Rule 57(c),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline CCS_Pension::Rule_57 Priority::High,Basic
CCS21-baf0aefa,SCENARIO — Superannuation 31.12.2026; servant files Form 6-A on 01.10.2026 (3 months prior). Valid?,<b>Rule:</b> LATE — calendar needs NOT LATER THAN 6 MONTHS prior (by 30.06.2026). Late filing compresses the case-build rule/AO clocks; servant-caused delay also weakens interest claim (interest proviso).<br><br><b>Hinglish:</b> 6-mahine-pehle-chahiye — 3-deri.<br><br><b>Ref:</b> Rule 57(2)(a); Rule 65(1) proviso; Rule 65; Rule 65(1); Rule 59; Rule 60,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline Form_6A Evaluation CCS_Pension::Rule_57 Priority::High,Basic
CCS21-be61bfc7,SCENARIO — Bedridden servant cannot file; SPOUSE files Form 6-A. Later servant seeks commutation. Allowed?,<b>Rule:</b> Commutation BARRED till servant PERSONALLY applies under 1981 Rules (the calendar rule's sub-rule 2024 proviso) — spouse filing saves the pension case but freezes commutation.<br><br><b>Hinglish:</b> Patni-bhare to commutation-ruke — khud-aao.<br><br><b>Ref:</b> Rule 57(3) proviso; Rule 57(3),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Form_6A Proviso CCS_Pension::Rule_57 Priority::High,Basic
CCS21-e95a52c1,ANALYSIS — The calendar rule's sub-rule (3) says 'THE member' but event says 'ANY OTHER member': does the word change the ladder?,<b>Rule:</b> calendar ladder: servant → spouse → THE (specific/eldest-eligible?) member; the event rule: servant → spouse → ANY OTHER member (wider). VERIFIED verbatim: the calendar rule's sub-rule 'THE member' vs the event rule's sub-rule 'ANY OTHER member' — the event rule's net is textually wider; shared no-commutation-till-self-applies proviso. Exam tests the KEYWORD.<br><br><b>Hinglish:</b> THE-vs-ANY-OTHER shabd-jaal.<br><br><b>Ref:</b> Rule 57(3); Rule 58(2); Rule 57; Rule 58; Rule 57(3)(a); Rule 58(2)(a); Rule 57(a); Rule 57(2),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Rule_58 Exam_Trap CCS_Pension::Rule_57 Priority::High,Basic
CCS21-857001c8,DRILL — The preparation rule 'whichever is LATER' vs missing-persons 'whichever is EARLIER'. True?,"<b>Rule:</b> INVERTED — the preparation rule = EARLIER (prep-start); the missing-persons rule's sub-rule = LATEST, the missing-persons rule's sub-rule / = LATER. Direction-words are the exam's favourite swap.<br><br><b>Hinglish:</b> 56-pehle-51-baad.<br><br><b>Ref:</b> Rule 56; Rule 51; Rule 51(1)(b); Rule 51(2)(b); Rule 56(1); Rule 56(b); Rule 56(2); Rule 56(3)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Timeline Exam_Trap Priority::Critical,Basic
CCS21-3b6456be,DRILL — The calendar rule ladder ends 'ANY OTHER member'; event ends 'THE member'. True?,<b>Rule:</b> INVERTED — the calendar rule = 'THE member'; the event rule = 'ANY OTHER member'. Keyword swap trap.<br><br><b>Hinglish:</b> 57-THE-58-ANY.<br><br><b>Ref:</b> Rule 57(3); Rule 58(2); Rule 57; Rule 58,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Rule_58 Exam_Trap CCS_Pension::Rule_57 Priority::High,Basic
CCS21-255e86fb,"DRILL — Other-office verification reply: the calendar rule = 1 month, the FP-settlement rule = 2 months. True?",<b>Rule:</b> INVERTED — the calendar rule (retirement) = 2 MONTHS; the FP-settlement rule (death) = 1 MONTH. Death-track is faster.<br><br><b>Hinglish:</b> Retire-2-maut-1.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 73(2)(b); Rule 57; Rule 73,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Timeline Exam_Trap Priority::Critical,Basic
CCS21-385bb5aa,The DoE-dues rule's sub-rule (4): HoO forwards accommodation details to DoE within{{c1::10 DAYS of receipt}}+{{c2::copy of the AO intimation}}(allottee cases).,"<b>Rule:</b> 10-day clock runs from RECEIPT of servant's details, not from retirement. Pairs with the retirement-list rule's sub-rule 's 10-day AO intimation.<br><br><b>Hinglish:</b> Dus-din-me-DoE-ko.<br><br><b>Ref:</b> Rule 55(4); Rule 54(3); Rule 55(3)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_55 Timeline Bare_Text_Verified CCS_Pension::Rule_55 Priority::High,Cloze
CCS21-82843c5c,The DoE-dues rule's sub-rule (5)(6): lifelong NON-allottee declares so{{c1::1 YEAR before superannuation}}(DoE-dues cases) or{{c2::IMMEDIATELY on approval/effectiveness}}(DoE-dues cases); HoO verifies records →{{c3::NO DoE reference needed}}.,"<b>Rule:</b> Declaration kills the NDC track; mirror mislabels as '(0)' — content clear.<br><br><b>Hinglish:</b> Kabhi-makaan-nahi to ghoshna-kaafi.<br><br><b>Ref:</b> Rule 55(5), (6); Rule 55(5); Rule 6; Rule 55(1); Rule 55(2); Rule 55(6)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_55 NDC Bare_Text_Verified CCS_Pension::Rule_55 Priority::Medium,Cloze
CCS21-bca4e518,The DoE-dues rule's Explanation: 'Directorate of Estates' includes{{c1::ANY other office/agency handling Govt-accommodation allotment/maintenance}}.,<b>Rule:</b> Functional definition — applies everywhere DoE appears in these rules.<br><br><b>Hinglish:</b> Sampada-nideshalaya-vyaapak.<br><br><b>Ref:</b> Rule 55 Explanation; Rule 55,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_55 Definition Bare_Text_Verified CCS_Pension::Rule_55 Priority::Medium,Cloze
CCS21-58f99d18,The calendar rule's sub-rule (1)(a)(vii) -(ix): Stage-1 verification completes{{c1::8 MONTHS before superannuation}}; unverifiable spells → servant files{{c2::plain-paper statement + TRUTH declaration within 1 month}}→ HoO{{c3::ADMITS the spell on those facts}}.,"<b>Rule:</b> Self-certification backstop; pairs with deemed-qualifying + Secretary-fixes-responsibility (tabled already).<br><br><b>Hinglish:</b> Aath-mahine-pehle; sach-ghoshna-par-maan.<br><br><b>Ref:</b> Rule 57(1)(a)(vii), (viii), (ix); Rule 57(1); Rule 57(v); Rule 57(vi)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Verification Bare_Text_Verified CCS_Pension::Rule_57 Priority::High,Cloze
CCS21-471aac1e,The calendar rule's sub-rule (1)(a)(x): servant's WILFUL incorrect info fetching undue benefits ={{c1::GRAVE MISCONDUCT}}.,<b>Rule:</b> Criminalises the Stage-1 lie; feeds conduct misconduct machinery post-retirement.<br><br><b>Hinglish:</b> Jaanboojh-jhooth-ghor-durachar.<br><br><b>Ref:</b> Rule 57(1)(a)(x); Rule 57(1); Rule 7; Rule 8,CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Misconduct Bare_Text_Verified CCS_Pension::Rule_57 Priority::High,Cloze
CCS21-70944b8e,The calendar rule's sub-rule (1)(b)(iii) -(iv): un-makable-good gaps + no-statement spells + still-unverified entries are{{c1::IGNORED (QS decided on service-book entries)}}; 10-month emoluments verified{{c2::FROM the service book}}.,"<b>Rule:</b> Ignore-and-decide rule 24-month lookback already carded.<br><br><b>Hinglish:</b> Na-sudhrega-upekshit; seva-pustika-antim.<br><br><b>Ref:</b> Rule 57(1)(b)(iii), (iv); Rule 57(1); Rule 57(v)",CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Bare_Text_Verified CCS_Pension::Rule_57 Priority::Medium,Cloze
CCS21-2da97d13,The calendar rule's sub-rule (2)(b): servant may ALSO apply in the retirement form for{{c1::commutation of a % of pension (1981 Rules)}}— but calendar proviso: family-filed forms give{{c2::NO commutation till he applies personally}}.,<b>Rule:</b> Commutation % rides the retirement application; family filing forfeits it temporarily (2024 text: Form 6-A; mirror shows Form 6).<br><br><b>Hinglish:</b> Rashikaran-vikalp-saath; parivar-daakhil-par-ruka.<br><br><b>Ref:</b> Rule 57(2)(b); Rule 57(3)/R58(2) provisos; Rule 57(2); Rule 57(3); Rule 58(2),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Rule_58 Commutation Bare_Text_Verified CCS_Pension::Rule_57 Priority::High,Cloze
CCS21-a3392f62,The calendar rule's sub-rule (1)(a) proof + fuse: unverified spells proved via{{c1::pay bills / LPC / April pay slip}}; other-office replies in{{c2::2 MONTHS}}; then spell is{{c3::qualifying DEEMED}}.,<b>Rule:</b> Split from the 7-cloze cram; death-track twin (1-month) at the FP-settlement rule's sub-rule.<br><br><b>Hinglish:</b> Saboot-LPC; do-mahina-phir-maan.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1); Rule 73(2)(b); Rule 57(2); Rule 57(b),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Procedure Timeline CCS_Pension::Rule_57 Priority::Critical,Cloze
CCS21-e6a63516,The calendar rule's sub-rule (1)(a): Secretary answerable for{{c1::non-communicated non-qualifying spells}}; verification finishes in{{c2::8 MONTHS}}.,<b>Rule:</b> Ownership + outer finish line of Stage 1.<br><br><b>Hinglish:</b> Sachiv-jawabdeh; aath-mahina-ant.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Responsibility Timeline CCS_Pension::Rule_57 Priority::High,Cloze
CCS21-1610a47d,The calendar rule's sub-rule (1)(a) truth-bond: servant files{{c1::written truth-declaration}}; wilful falsehood ={{c2::grave misconduct}}.,<b>Rule:</b> The declaration that underwrites the whole verification.<br><br><b>Hinglish:</b> Satya-ghosh; jhooth-ghor-durachar.<br><br><b>Ref:</b> Rule 57(1)(a); Rule 57(1),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 CCS_Pension::Rule_57 Priority::High,Cloze
CCS21-80693740,The Bhavishya rule's sub-rule (2): Bhavishya-EXEMPTED cases run{{c1::PHYSICAL + MANUAL}}; any action NOT performable on Bhavishya goes{{c2::MANUAL}}.,<b>Rule:</b> Digital-default with analogue fallback — no case strands on portal limits.<br><br><b>Hinglish:</b> Portal-na-ho-kaagaz-chalo.<br><br><b>Ref:</b> Rule 53(2),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_53 Bhavishya Bare_Text_Verified CCS_Pension::Rule_53 Priority::Medium,Cloze
CCS21-4fcbf0cf,The calendar rule's sub-rule (2)(a): servant files{{c1::6 MONTHS before retirement}}(timeline survives 410(E); forms now merged in 6-A); the calendar rule:{{c2::commutation % applied in the SAME filing}}.,<b>Rule:</b> Six-month paper + commutation option ride together.<br><br><b>Hinglish:</b> Chhah-mahina-pehle; rashikaran-saath.<br><br><b>Ref:</b> Rule 57(2); Rule 57(2)(b),CCS_Pension_Rules_2021::06_Bhavishya_Calendar_Rules_53_to_57,CCS_Pension Rule_57 Timeline Bare_Text_Verified CCS_Pension::Rule_57 Priority::High,Cloze
