#separator:Comma
#html:true
#guid column:1
#notetype column:6
#deck column:4
#tags column:5
#columns:GUID,Front_Text,Back_Extra,Deck,Tags,NoteType
"CCS21-6a586f95","REPEAL — The repeal rule's sub-rule (1) repeal mantra + repeal savings mantra in one breath.","<b>Rule:</b> 'Har-takraav-radd (1972-samet), jahaan-tak-takraav' + 'Kagaz-chalte, adhoore-naye, purane-purane, kaam-naye-maane'. DOCUMENT aage badhta hai, PENDING CASE peeche nahi chhootta — savings use thaamte hain.<br><br><b>Hinglish:</b> Radd + bachat — dono-mantra.<br><br><b>Ref:</b> Rule 87; Rule 87(1); Rule 87(2)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_87 Repeal Mnemonic CCS_Pension::Rule_87 Priority::High","Basic"
"CCS21-5286e962","SCENARIO — Sanction received 01.04; AO authorises 15.07 (3.5 months). Consequence?","<b>Rule:</b> Authorisation rule: 1 MONTH authorisation (till 01.05) breached; FIRST proviso: delay BEYOND 3 MONTHS FROM CLAIM → INTEREST + the interest rule responsibility-fixing. Missing-case variant: PPO-date + 6-month bar (second proviso).<br><br><b>Hinglish:</b> 1-mahina-AO-3-mahina-byaaj.<br><br><b>Ref:</b> Rule 80(1); Rule 65","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_80 Timeline Interest_On_Delay Evaluation CCS_Pension::Rule_80 Priority::High","Basic"
"CCS21-38486019","SCENARIO — AO→CPAO 20 days, CPAO seal 12 days, PDA pays 20 days. Which links breached?","<b>Rule:</b> CPAO (10 DAYS max — the authorisation rule's sub-rule ) + PDA (15 DAYS — the authorisation rule's sub-rule ) breached; AO→CPAO within 1 MONTH (the authorisation rule's sub-rule ) ok. Relay = 1mo → 10d → 15d.<br><br><b>Hinglish:</b> 1-mahina-10-din-15-din — do-tute.<br><br><b>Ref:</b> Rule 80(2), (3), (4); Rule 80(3); Rule 80(4); Rule 80(2)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_80 Timeline Evaluation CCS_Pension::Rule_80 Priority::High","Basic"
"CCS21-1d3781e8","SCENARIO — Retiree dies sans forms; NO family member is FP-eligible, but gratuity nominee (nephew) exists. Who files what?","<b>Rule:</b> authorisation ladder finds NOBODY → proviso: gratuity-nominee nephew files FORM 6 (or 6-A-instead per 2024); HoO forwards BOTH routes (forms-set OR 6-A) per with Form 7 + Format 10.<br><br><b>Hinglish:</b> Koi-haqdaar-nahi to nominee-Form6.<br><br><b>Ref:</b> Rule 80(5)(a), proviso, (c); Rule 80(5)(a); Rule 80(c)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_80 Form Form_6A Scenario CCS_Pension::Rule_80 Priority::High","Basic"
"CCS21-16b4a4b5","DRILL — Old 'Form 6' retirement filing still valid post-2024. True?","<b>Rule:</b> FALSE — global Form-6→Form-6-A substitution (G.S.R. 410(E) cl.12); surviving 'Form 6' = ONLY the authorisation-proviso gratuity-nominee claim.<br><br><b>Hinglish:</b> 6-gaya-6-A-aaya.<br><br><b>Ref:</b> G.S.R. 410(E); Rule 80(5)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Form_6A Exam_Trap Priority::High","Basic"
"CCS21-1e2d7c0e","DRILL — PPO = sanction letter; Special Seal = PPO. True?","<b>Rule:</b> FALSE — chain: HoO SANCTION → AO PPO (authorisation) → CPAO SPECIAL SEAL (10d) → PDA payment (15d). Four distinct instruments.<br><br><b>Hinglish:</b> Manzoori-PPO-seal-bhugtaan-chaar.<br><br><b>Ref:</b> Rule 80","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_80 Exam_Trap CCS_Pension::Rule_80 Priority::High","Basic"
"CCS21-331cdbd1","AMEND-CONTRAST — The authorisation rule's sub-rule (5) gratuity-nominee: pre-2024 vs post-2024 filing?","<b>Rule:</b> Pre: Form 6 (proviso). Post: Form 6-A INSTEAD of Form 10 allowed + HoO BOTH-routes forwarding (the authorisation rule's sub-rule ).<br><br><b>Hinglish:</b> Nominee-6-se-6-A.<br><br><b>Ref:</b> Rule 80(5); G.S.R. 410(E) cl.10; Rule 80(5)(c); Rule 80(c)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension GSR_410_E_2024 Form_6A Amendment Priority::High","Basic"
"CCS21-cc2fd33c","arrears from{{c1::day-after-retirement → death}}go to the{{c2::FP recipient}}— else to the{{c3::GRATUITY recipient}}.","<b>Rule:</b> Arrears follow FP first, gratuity second; the authorisation rule-, dual-route already carded (post-2024).<br><br><b>Hinglish:</b> Baqaaya-pehle-parivar-phir-updaan.<br><br><b>Ref:</b> Rule 80(5)(d); Rule 80(5); Rule 80(5)(a); Rule 80(c); Rule 80(e)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_80 Arrears Bare_Text_Verified CCS_Pension::Rule_80 Priority::High","Cloze"
"CCS21-9237d7c8","pension/FP is payable{{c1::FOR the day of the recipient's death}}.","<b>Rule:</b> Death-day counts as a paid day establishment-exit + day-after-death already carded.<br><br><b>Hinglish:</b> Maut-ka-din-bhugtaan-din.<br><br><b>Ref:</b> Rule 81; Rule 81(3); Rule 81(1); Rule 81(2)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_81 Bare_Text_Verified CCS_Pension::Rule_81 Priority::Medium","Cloze"
"CCS21-4c91a3c5","the{{c1::CCS (Commutation of Pension) Rules 1981}}govern{{c2::commutation + commuted-value payment + restoration}}under these rules.","<b>Rule:</b> Satellite-application clause; 1981 facts (40%, Table, 15-yr restore) in the satellite pack.<br><br><b>Hinglish:</b> Rashikaran-1981-niyam-lagu.<br><br><b>Ref:</b> Rule 84(2)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_84 Satellite Bare_Text_Verified CCS_Pension::Rule_84 Priority::High","Cloze"
"CCS21-8ca7bdd3","the{{c1::Payment of Arrears of Pension (Nomination) Rules 1983}}govern{{c2::arrears-of-pension nominations}}(Form A rides calendar/event filings).","<b>Rule:</b> Satellite-application clause; Form A already carded at the calendar rule.<br><br><b>Hinglish:</b> Baqaaya-naamankan-1983.<br><br><b>Ref:</b> Rule 84(3); Rule 57; Rule 58","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_84 Satellite Bare_Text_Verified CCS_Pension::Rule_84 Priority::High","Cloze"
"CCS21-5bd28636","1983 Satellite — arrears-of-pension nomination ={{c1::Form A}}under the Payment of Arrears of Pension (Nomination) Rules 1983 (applied via the satellite-application rule's sub-rule (3)).","<b>Rule:</b> Pensioner nominates who collects pension arrears after death; filed with calendar papers.<br><br><b>Hinglish:</b> Baqaaya-naamankan-form-A.<br><br><b>Ref:</b> Arrears Nomination Rules 1983; Rule 84(3); Rule 57; Rule 58","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Satellite Arrears_1983 Priority::Medium","Cloze"
"CCS21-2da73c49","pension starts{{c1::subject to its limiting clause}}, when servant{{c2::ceases to be borne}}on establishment.","<b>Rule:</b> proceedings-gated establishment-exit start.<br><br><b>Hinglish:</b> Aath-shart-sthapana-ant.<br><br><b>Ref:</b> Rule 81(1); Rule 8","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_81 Timeline Priority::High CCS_Pension::Rule_81","Cloze"
"CCS21-ff8fef48","FP (gated by{{c1::the payment rule's sub-rule (2)(d) + the pensioner-death rule's sub-rule (3)(iv)}}) from{{c2::day-after death/disappearance/ineligibility}};{{c3::day of death is PAYABLE}}.","<b>Rule:</b> Day-after start + death-day paid (no zero-day).<br><br><b>Hinglish:</b> Agle-din; maut-din-gina.<br><br><b>Ref:</b> Rule 81(2), (3); Rule 81(2); Rule 3; Rule 76(2)(d); Rule 79(3)(iv)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_81 Timeline Priority::High CCS_Pension::Rule_81","Cloze"
"CCS21-f6f4fdff","{{c1::nominations/forms/applications CARRY FORWARD}}; pending forms made{{c2::UNDER NEW rules}}.","<b>Rule:</b> Old papers valid; pending papers go new.<br><br><b>Hinglish:</b> Kagaz-chalte; adhoore-naye.<br><br><b>Ref:</b> Rule 87(2)(a), (b); Rule 87(2); Rule 87(a)-(b)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_87 Repeal Priority::High CCS_Pension::Rule_87","Cloze"
"CCS21-523daecc","pre-commencement{{c1::RETIREE cases under OLD rule}};{{c2::DEATH cases under OLD rule}}; old ACTIONS{{c3::deemed NEW}}.","<b>Rule:</b> Old cases stay old; old actions deemed new.<br><br><b>Hinglish:</b> Purane-peeche; kaam-naye-maane.<br><br><b>Ref:</b> Rule 87(2)(c), (d), (e); Rule 87(2); Rule 87(c)-(e)","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_87 Repeal Priority::High CCS_Pension::Rule_87","Cloze"
"CCS21-61edac70","CPAO Special Seal Authority timeline — {{c1::21 days}} for {{c2::superannuation retirement}} vs {{c3::10 days}} for {{c4::death/family pension}} — source?","<b>Rule:</b> DoPPW OM 09.03.2021 + Rule 80(3) retirement track + Rule 76(8)(b) death track + Timeline OM 12.11.2024:<br><br>• Superannuation: AO → CPAO within 2 months of receipt of pension papers; CPAO issues Special Seal within 21 days of receipt of PPO (DoPPW timeline).<br><br>• Death/Family Pension: AO → CPAO within 1 month of receipt of family pension case; CPAO issues Special Seal within 10 days; PDA disburses within 15 days.<br><br>• TRAP: Retirement 21d, Death 10d — do not interchange.<br><br><b>Hinglish:</b> Retirement me 21 din, mrityu me 10 din — CPAO ka seal.<br><br><b>Ref:</b> Rule 80(2)(3)(4); Rule 76(8); DoPPW OM 3(6)/2021-P&PW(H)-7083 dt 09.03.2021; DoPPW Timeline OM dt 12.11.2024","CCS_Pension_Rules_2021::09_Authorization_Forms_Rules_80_to_87","CCS_Pension Rule_80 Rule_76 CPAO Timeline Threshold CCS_Pension::Rule_80 Priority::Critical","Cloze"
